Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.9457157850265503,0.20213566720485687,0.9836103916168213,0.08284404128789902
2,0.9508751630783081,0.18375113606452942,0.9878508448600769,0.05910183861851692
3,0.9534270763397217,0.1904192864894867,0.9865729808807373,0.07324938476085663
4,0.9571995139122009,0.1766299456357956,0.9887090921401978,0.0557711087167263
5,0.9587528705596924,0.15619643032550812,0.9823389053344727,0.09021498262882233
