Epoch,Training Accuracy,Training Loss,Validation Accuracy,Validation Loss
1,0.9504748582839966,0.18169978260993958,0.9855856895446777,0.07871204614639282
2,0.957347571849823,0.1535356491804123,0.9836956262588501,0.11065632104873657
3,0.9648033976554871,0.13716793060302734,0.9791231155395508,0.2044626772403717
4,0.9626374244689941,0.13557395339012146,0.9848220348358154,0.08849233388900757
5,0.9641786217689514,0.136880025267601,0.9845738410949707,0.11789669096469879
